gamePk,gameDate,away_team,home_team,venue,away_runs,away_hits,away_errors,home_runs,home_hits,home_errors,winner_team,loser_team,game_duration
71899,1901-09-03,Pittsburgh Pirates,Boston Beaneaters,South End Grounds,5.0,9.0,3.0,2.0,7.0,0.0,,,
71902,1901-09-03,Washington Senators,Detroit Tigers,Bennett Park,4.0,10.0,2.0,2.0,7.0,4.0,,,
71898,1901-09-03,Philadelphia Athletics,Chicago White Sox,South Side Park ,3.0,4.0,1.0,2.0,6.0,6.0,,,
71908,1901-09-04,Pittsburgh Pirates,New York Giants,Polo Grounds III,12.0,20.0,4.0,6.0,6.0,0.0,,,
71909,1901-09-04,Pittsburgh Pirates,New York Giants,Polo Grounds III,10.0,14.0,1.0,3.0,7.0,2.0,,,
71906,1901-09-04,Cincinnati Reds,Brooklyn Superbas,Washington Park ,7.0,11.0,0.0,3.0,12.0,4.0,,,
71905,1901-09-04,Chicago Orphans,Philadelphia Phillies,Baker Bowl,4.0,4.0,3.0,5.0,12.0,2.0,,,
71910,1901-09-04,St. Louis Cardinals,Boston Beaneaters,South End Grounds,2.0,8.0,2.0,3.0,5.0,0.0,,,
71903,1901-09-04,Baltimore Orioles,Cleveland Blues,League Park (1901-09),4.0,8.0,2.0,5.0,14.0,1.0,,,
71907,1901-09-04,Philadelphia Athletics,Detroit Tigers,Bennett Park,1.0,4.0,1.0,9.0,15.0,2.0,,,
71904,1901-09-04,Boston Americans,Milwaukee Brewers,Lloyd Street Grounds,4.0,11.0,2.0,6.0,8.0,5.0,,,
71911,1901-09-04,Washington Senators,Chicago White Sox,South Side Park ,5.0,8.0,6.0,9.0,12.0,1.0,,,
71918,1901-09-05,Pittsburgh Pirates,New York Giants,Polo Grounds III,15.0,22.0,3.0,1.0,10.0,3.0,,,
71919,1901-09-05,Pittsburgh Pirates,New York Giants,Polo Grounds III,15.0,15.0,2.0,7.0,10.0,7.0,,,
71916,1901-09-05,Philadelphia Athletics,Detroit Tigers,Bennett Park,11.0,15.0,4.0,9.0,10.0,2.0,,,
71917,1901-09-05,Philadelphia Athletics,Detroit Tigers,Bennett Park,9.0,13.0,1.0,2.0,5.0,6.0,,,
71921,1901-09-05,Washington Senators,Chicago White Sox,South Side Park ,3.0,6.0,2.0,4.0,8.0,3.0,,,
71922,1901-09-05,Washington Senators,Chicago White Sox,South Side Park ,9.0,8.0,0.0,7.0,8.0,3.0,,,
71915,1901-09-05,Cincinnati Reds,Brooklyn Superbas,Washington Park ,2.0,11.0,5.0,3.0,9.0,3.0,,,
71914,1901-09-05,Chicago Orphans,Philadelphia Phillies,Baker Bowl,4.0,12.0,2.0,7.0,8.0,1.0,,,
71920,1901-09-05,St. Louis Cardinals,Boston Beaneaters,South End Grounds,5.0,10.0,1.0,6.0,9.0,3.0,,,
71912,1901-09-05,Baltimore Orioles,Cleveland Blues,League Park (1901-09),1.0,8.0,0.0,3.0,10.0,0.0,,,
71913,1901-09-05,Boston Americans,Milwaukee Brewers,Lloyd Street Grounds,4.0,12.0,2.0,2.0,6.0,1.0,,,
71928,1901-09-06,Pittsburgh Pirates,New York Giants,Polo Grounds III,15.0,23.0,1.0,2.0,9.0,4.0,,,
71929,1901-09-06,Pittsburgh Pirates,New York Giants,Polo Grounds III,13.0,13.0,2.0,4.0,10.0,5.0,,,
71923,1901-09-06,Baltimore Orioles,Cleveland Blues,League Park (1901-09),7.0,9.0,9.0,10.0,15.0,5.0,,,
71924,1901-09-06,Baltimore Orioles,Cleveland Blues,League Park (1901-09),7.0,10.0,1.0,4.0,9.0,2.0,,,
71926,1901-09-06,Cincinnati Reds,Brooklyn Superbas,Washington Park ,1.0,10.0,1.0,13.0,20.0,1.0,,,
71925,1901-09-06,Chicago Orphans,Philadelphia Phillies,Baker Bowl,2.0,7.0,1.0,3.0,9.0,1.0,,,
71930,1901-09-06,St. Louis Cardinals,Boston Beaneaters,South End Grounds,9.0,15.0,0.0,3.0,13.0,4.0,,,
71927,1901-09-06,Philadelphia Athletics,Detroit Tigers,Bennett Park,3.0,5.0,1.0,8.0,7.0,1.0,,,
71931,1901-09-06,Washington Senators,Chicago White Sox,South Side Park ,5.0,12.0,3.0,3.0,5.0,2.0,,,
71934,1901-09-07,Chicago Orphans,Brooklyn Superbas,Washington Park ,0.0,2.0,2.0,3.0,8.0,0.0,,,
71935,1901-09-07,Chicago Orphans,Brooklyn Superbas,Washington Park ,2.0,14.0,4.0,8.0,16.0,2.0,,,
71936,1901-09-07,Cincinnati Reds,Boston Beaneaters,South End Grounds,1.0,2.0,1.0,4.0,8.0,2.0,,,
71937,1901-09-07,Cincinnati Reds,Boston Beaneaters,South End Grounds,1.0,6.0,0.0,2.0,4.0,0.0,,,
71938,1901-09-07,Philadelphia Athletics,Cleveland Blues,League Park (1901-09),7.0,10.0,3.0,4.0,9.0,2.0,,,
71940,1901-09-07,St. Louis Cardinals,New York Giants,Polo Grounds III,2.0,7.0,0.0,5.0,13.0,3.0,,,
71939,1901-09-07,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,1.0,4.0,0.0,4.0,10.0,2.0,,,
71932,1901-09-07,Baltimore Orioles,Detroit Tigers,Bennett Park,2.0,10.0,2.0,9.0,9.0,1.0,,,
71941,1901-09-07,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,20.0,15.0,2.0,8.0,10.0,7.0,,,
71933,1901-09-07,Boston Americans,Chicago White Sox,South Side Park ,1.0,5.0,1.0,4.0,10.0,1.0,,,
71944,1901-09-08,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,4.0,7.0,1.0,6.0,10.0,3.0,,,
71945,1901-09-08,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,7.0,11.0,2.0,4.0,9.0,4.0,,,
71942,1901-09-08,Baltimore Orioles,Detroit Tigers,Burns Park,5.0,9.0,4.0,8.0,10.0,3.0,,,
71943,1901-09-08,Boston Americans,Chicago White Sox,South Side Park ,3.0,11.0,1.0,4.0,9.0,2.0,,,
71953,1901-09-09,St. Louis Cardinals,New York Giants,Polo Grounds III,1.0,5.0,4.0,5.0,14.0,0.0,,,
71954,1901-09-09,St. Louis Cardinals,New York Giants,Polo Grounds III,11.0,18.0,4.0,3.0,8.0,0.0,,,
71947,1901-09-09,Boston Americans,Chicago White Sox,South Side Park ,3.0,6.0,2.0,4.0,10.0,2.0,,,
71948,1901-09-09,Boston Americans,Chicago White Sox,South Side Park ,4.0,11.0,4.0,6.0,4.0,1.0,,,
71949,1901-09-09,Chicago Orphans,Brooklyn Superbas,Washington Park ,0.0,9.0,2.0,8.0,11.0,1.0,,,
71951,1901-09-09,Philadelphia Athletics,Cleveland Blues,League Park (1901-09),1.0,5.0,1.0,4.0,13.0,1.0,,,
71952,1901-09-09,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,11.0,15.0,3.0,5.0,12.0,0.0,,,
71950,1901-09-09,Cincinnati Reds,Boston Beaneaters,South End Grounds,3.0,7.0,1.0,5.0,10.0,2.0,,,
71946,1901-09-09,Baltimore Orioles,Detroit Tigers,Bennett Park,4.0,11.0,2.0,8.0,14.0,0.0,,,
71958,1901-09-10,Philadelphia Athletics,Cleveland Blues,League Park (1901-09),0.0,7.0,1.0,7.0,10.0,1.0,,,
71959,1901-09-10,Philadelphia Athletics,Cleveland Blues,League Park (1901-09),4.0,8.0,2.0,1.0,6.0,3.0,,,
71956,1901-09-10,Chicago Orphans,Brooklyn Superbas,Washington Park ,4.0,9.0,1.0,3.0,8.0,5.0,,,
71961,1901-09-10,St. Louis Cardinals,New York Giants,Polo Grounds III,3.0,7.0,1.0,3.0,8.0,3.0,,,
71960,1901-09-10,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,8.0,15.0,2.0,5.0,14.0,0.0,,,
71957,1901-09-10,Cincinnati Reds,Boston Beaneaters,South End Grounds,2.0,5.0,3.0,6.0,11.0,1.0,,,
71955,1901-09-10,Chicago White Sox,Milwaukee Brewers,Lloyd Street Grounds,6.0,10.0,1.0,3.0,9.0,1.0,,,
71965,1901-09-11,Pittsburgh Pirates,Brooklyn Superbas,Washington Park ,5.0,11.0,3.0,4.0,7.0,0.0,,,
71964,1901-09-11,Cincinnati Reds,New York Giants,Polo Grounds III,4.0,12.0,1.0,2.0,7.0,1.0,,,
71962,1901-09-11,Boston Americans,Washington Senators,League Park (1901-03),9.0,14.0,1.0,0.0,3.0,4.0,,,
71966,1901-09-11,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,2.0,5.0,1.0,6.0,14.0,1.0,,,
71963,1901-09-11,Chicago Orphans,Boston Beaneaters,South End Grounds,6.0,12.0,0.0,3.0,8.0,1.0,,,
71971,1901-09-12,Detroit Tigers,Cleveland Blues,League Park (1901-09),5.0,7.0,2.0,4.0,11.0,2.0,,,
71972,1901-09-12,Detroit Tigers,Cleveland Blues,League Park (1901-09),4.0,10.0,2.0,3.0,13.0,2.0,,,
71973,1901-09-12,Philadelphia Athletics,Baltimore Orioles,Oriole Park,3.0,7.0,0.0,4.0,10.0,5.0,,,
71974,1901-09-12,Philadelphia Athletics,Baltimore Orioles,Oriole Park,5.0,10.0,1.0,4.0,10.0,2.0,,,
71968,1901-09-12,Chicago White Sox,Milwaukee Brewers,Lloyd Street Grounds,1.0,4.0,2.0,5.0,10.0,0.0,,,
71969,1901-09-12,Chicago White Sox,Milwaukee Brewers,Lloyd Street Grounds,4.0,5.0,0.0,0.0,2.0,3.0,,,
71970,1901-09-12,Cincinnati Reds,New York Giants,Polo Grounds III,5.0,11.0,3.0,3.0,7.0,0.0,,,
71967,1901-09-12,Boston Americans,Washington Senators,League Park (1901-03),6.0,11.0,1.0,6.0,12.0,1.0,,,
71975,1901-09-12,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,10.0,14.0,1.0,9.0,11.0,2.0,,,
71985,1901-09-13,Pittsburgh Pirates,Brooklyn Superbas,Washington Park ,3.0,8.0,0.0,5.0,9.0,3.0,,,
71986,1901-09-13,Pittsburgh Pirates,Brooklyn Superbas,Washington Park ,2.0,6.0,1.0,4.0,7.0,1.0,,,
71980,1901-09-13,Cincinnati Reds,New York Giants,Polo Grounds III,1.0,9.0,3.0,3.0,12.0,3.0,,,
71981,1901-09-13,Cincinnati Reds,New York Giants,Polo Grounds III,0.0,6.0,4.0,3.0,2.0,1.0,,,
71976,1901-09-13,Boston Americans,Washington Senators,League Park (1901-03),5.0,3.0,1.0,1.0,7.0,3.0,,,
71977,1901-09-13,Boston Americans,Washington Senators,League Park (1901-03),3.0,4.0,2.0,5.0,8.0,1.0,,,
71987,1901-09-13,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,8.0,16.0,3.0,7.0,11.0,2.0,,,
71988,1901-09-13,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,0.0,3.0,2.0,1.0,2.0,1.0,,,
71978,1901-09-13,Chicago Orphans,Boston Beaneaters,South End Grounds,1.0,8.0,0.0,2.0,9.0,2.0,,,
71979,1901-09-13,Chicago Orphans,Boston Beaneaters,South End Grounds,0.0,1.0,1.0,1.0,7.0,1.0,,,
71982,1901-09-13,Detroit Tigers,Cleveland Blues,League Park (1901-09),7.0,11.0,3.0,0.0,5.0,4.0,,,
71984,1901-09-13,Philadelphia Athletics,Baltimore Orioles,Oriole Park,10.0,17.0,1.0,12.0,18.0,4.0,,,
71983,1901-09-13,Milwaukee Brewers,Chicago White Sox,South Side Park ,5.0,9.0,1.0,3.0,5.0,3.0,,,
71991,1901-09-14,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,3.0,10.0,1.0,5.0,10.0,4.0,,,
71992,1901-09-14,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,4.0,8.0,1.0,8.0,13.0,1.0,,,
71989,1901-09-14,Baltimore Orioles,Philadelphia Athletics,Columbia Park,2.0,7.0,7.0,7.0,12.0,3.0,,,
71990,1901-09-14,Baltimore Orioles,Philadelphia Athletics,Columbia Park,2.0,7.0,2.0,3.0,9.0,1.0,,,
71995,1901-09-14,Washington Senators,Boston Americans,Huntington Avenue Grounds,1.0,4.0,6.0,12.0,12.0,2.0,,,
71994,1901-09-14,New York Giants,Boston Beaneaters,South End Grounds,2.0,6.0,6.0,9.0,11.0,1.0,,,
71993,1901-09-14,Cleveland Blues,Detroit Tigers,Bennett Park,5.0,12.0,1.0,3.0,10.0,4.0,,,
71997,1901-09-15,Milwaukee Brewers,Chicago White Sox,South Side Park ,4.0,7.0,1.0,5.0,8.0,1.0,,,
71998,1901-09-15,Milwaukee Brewers,Chicago White Sox,South Side Park ,4.0,9.0,2.0,9.0,16.0,1.0,,,
71999,1901-09-15,Pittsburgh Pirates,Cincinnati Reds,League Park,3.0,5.0,1.0,0.0,3.0,2.0,,,
71996,1901-09-15,Cleveland Blues,Detroit Tigers,Burns Park,0.0,6.0,1.0,21.0,24.0,3.0,,,
72000,1901-09-15,St. Louis Cardinals,Chicago Orphans,West Side Park,13.0,15.0,3.0,6.0,9.0,2.0,,,
72005,1901-09-16,Washington Senators,Boston Americans,Huntington Avenue Grounds,5.0,6.0,4.0,6.0,12.0,4.0,,,
72006,1901-09-16,Washington Senators,Boston Americans,Huntington Avenue Grounds,7.0,12.0,2.0,5.0,14.0,1.0,,,
72003,1901-09-16,Boston Beaneaters,New York Giants,Polo Grounds III,3.0,8.0,1.0,2.0,9.0,4.0,,,
72004,1901-09-16,Boston Beaneaters,New York Giants,Polo Grounds III,2.0,9.0,2.0,4.0,8.0,0.0,,,
72002,1901-09-16,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,2.0,8.0,2.0,3.0,8.0,0.0,,,
72001,1901-09-16,Baltimore Orioles,Philadelphia Athletics,Columbia Park,2.0,5.0,1.0,10.0,16.0,0.0,,,
72007,1901-09-17,Cleveland Blues,Boston Americans,Huntington Avenue Grounds,0.0,5.0,0.0,5.0,7.0,3.0,,,
72008,1901-09-17,Detroit Tigers,Philadelphia Athletics,Columbia Park,1.0,8.0,6.0,4.0,8.0,2.0,,,
72010,1901-09-17,Pittsburgh Pirates,Cincinnati Reds,League Park,7.0,15.0,1.0,2.0,7.0,1.0,,,
72009,1901-09-17,New York Giants,Brooklyn Superbas,Washington Park ,10.0,10.0,2.0,6.0,15.0,1.0,,,
72013,1901-09-18,Milwaukee Brewers,Washington Senators,League Park (1901-03),9.0,12.0,3.0,2.0,5.0,4.0,,,
72014,1901-09-18,Milwaukee Brewers,Washington Senators,League Park (1901-03),3.0,8.0,3.0,5.0,10.0,2.0,,,
72011,1901-09-18,Chicago White Sox,Baltimore Orioles,Oriole Park,10.0,11.0,4.0,3.0,7.0,7.0,,,
72012,1901-09-18,Chicago White Sox,Baltimore Orioles,Oriole Park,5.0,6.0,1.0,1.0,3.0,5.0,,,
72015,1901-09-18,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,1.0,4.0,2.0,5.0,7.0,0.0,,,
72022,1901-09-20,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,1.0,4.0,5.0,10.0,14.0,1.0,,,
72023,1901-09-20,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,2.0,6.0,1.0,7.0,9.0,2.0,,,
72017,1901-09-20,Boston Beaneaters,Chicago Orphans,West Side Park,3.0,12.0,2.0,1.0,5.0,4.0,,,
72018,1901-09-20,Boston Beaneaters,Chicago Orphans,West Side Park,7.0,12.0,0.0,0.0,3.0,1.0,,,
72021,1901-09-20,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,2.0,4.0,1.0,5.0,10.0,1.0,,,
72020,1901-09-20,Cleveland Blues,Washington Senators,League Park (1901-03),8.0,11.0,1.0,9.0,7.0,3.0,,,
72019,1901-09-20,Chicago White Sox,Philadelphia Athletics,Columbia Park,8.0,11.0,3.0,3.0,9.0,1.0,,,
72016,1901-09-20,Brooklyn Superbas,St. Louis Cardinals,Robison Field,8.0,14.0,1.0,2.0,7.0,2.0,,,
72027,1901-09-21,Cleveland Blues,Washington Senators,League Park (1901-03),7.0,11.0,6.0,18.0,23.0,4.0,,,
72028,1901-09-21,Cleveland Blues,Washington Senators,League Park (1901-03),3.0,6.0,9.0,11.0,6.0,3.0,,,
72030,1901-09-21,Milwaukee Brewers,Baltimore Orioles,Oriole Park,2.0,5.0,2.0,5.0,8.0,3.0,,,
72031,1901-09-21,Milwaukee Brewers,Baltimore Orioles,Oriole Park,2.0,9.0,3.0,7.0,7.0,3.0,,,
72029,1901-09-21,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,3.0,8.0,5.0,1.0,7.0,0.0,,,
72032,1901-09-21,New York Giants,Cincinnati Reds,League Park,5.0,12.0,2.0,1.0,3.0,4.0,,,
72033,1901-09-21,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,4.0,11.0,2.0,2.0,4.0,1.0,,,
72026,1901-09-21,Chicago White Sox,Philadelphia Athletics,Columbia Park,4.0,11.0,6.0,10.0,16.0,0.0,,,
72024,1901-09-21,Brooklyn Superbas,St. Louis Cardinals,Robison Field,3.0,8.0,0.0,1.0,8.0,1.0,,,
72025,1901-09-21,Boston Beaneaters,Chicago Orphans,West Side Park,0.0,8.0,3.0,1.0,8.0,1.0,,,
72035,1901-09-22,New York Giants,Cincinnati Reds,League Park,0.0,4.0,2.0,13.0,16.0,1.0,,,
72036,1901-09-22,New York Giants,Cincinnati Reds,League Park,10.0,9.0,1.0,2.0,7.0,3.0,,,
72037,1901-09-22,Pittsburgh Pirates,Chicago Orphans,West Side Park,15.0,22.0,3.0,9.0,16.0,5.0,,,
72034,1901-09-22,Brooklyn Superbas,St. Louis Cardinals,Robison Field,3.0,6.0,3.0,5.0,10.0,4.0,,,
72043,1901-09-23,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,5.0,12.0,3.0,4.0,9.0,4.0,,,
72044,1901-09-23,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,9.0,8.0,4.0,2.0,5.0,5.0,,,
72041,1901-09-23,Cleveland Blues,Washington Senators,League Park (1901-03),6.0,13.0,0.0,3.0,10.0,2.0,,,
72042,1901-09-23,Cleveland Blues,Washington Senators,League Park (1901-03),7.0,10.0,1.0,3.0,7.0,4.0,,,
72045,1901-09-23,Milwaukee Brewers,Baltimore Orioles,Oriole Park,4.0,7.0,0.0,5.0,13.0,2.0,,,
72046,1901-09-23,Milwaukee Brewers,Baltimore Orioles,Oriole Park,4.0,6.0,6.0,5.0,9.0,3.0,,,
72038,1901-09-23,Brooklyn Superbas,Cincinnati Reds,League Park,25.0,26.0,3.0,6.0,9.0,5.0,,,
72047,1901-09-23,New York Giants,Pittsburgh Pirates,Exposition Park,4.0,8.0,1.0,5.0,8.0,3.0,,,
72040,1901-09-23,Chicago White Sox,Philadelphia Athletics,Columbia Park,3.0,8.0,3.0,5.0,11.0,1.0,,,
72048,1901-09-23,Philadelphia Phillies,Chicago Orphans,West Side Park,3.0,7.0,4.0,1.0,9.0,5.0,,,
72039,1901-09-23,Boston Beaneaters,St. Louis Cardinals,Robison Field,3.0,9.0,0.0,9.0,12.0,2.0,,,
72049,1901-09-24,Brooklyn Superbas,Cincinnati Reds,League Park,16.0,21.0,2.0,2.0,5.0,3.0,,,
72054,1901-09-24,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,4.0,13.0,3.0,5.0,11.0,1.0,,,
72055,1901-09-24,New York Giants,Pittsburgh Pirates,Exposition Park,9.0,9.0,1.0,14.0,11.0,3.0,,,
72053,1901-09-24,Detroit Tigers,Washington Senators,League Park (1901-03),1.0,6.0,3.0,4.0,9.0,2.0,,,
72051,1901-09-24,Chicago White Sox,Boston Americans,Huntington Avenue Grounds,3.0,7.0,4.0,8.0,11.0,4.0,,,
72052,1901-09-24,Cleveland Blues,Baltimore Orioles,Oriole Park,6.0,10.0,7.0,11.0,14.0,3.0,,,
72056,1901-09-24,Philadelphia Phillies,Chicago Orphans,West Side Park,4.0,9.0,1.0,0.0,7.0,1.0,,,
72050,1901-09-24,Boston Beaneaters,St. Louis Cardinals,Robison Field,4.0,11.0,2.0,3.0,3.0,2.0,,,
72057,1901-09-25,Brooklyn Superbas,Cincinnati Reds,League Park,9.0,12.0,2.0,2.0,7.0,4.0,,,
72062,1901-09-25,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,4.0,14.0,2.0,6.0,13.0,1.0,,,
72063,1901-09-25,New York Giants,Pittsburgh Pirates,Exposition Park,5.0,13.0,4.0,10.0,14.0,1.0,,,
72061,1901-09-25,Detroit Tigers,Washington Senators,League Park (1901-03),2.0,5.0,4.0,3.0,8.0,7.0,,,
72059,1901-09-25,Chicago White Sox,Boston Americans,Huntington Avenue Grounds,2.0,8.0,3.0,5.0,8.0,4.0,,,
72060,1901-09-25,Cleveland Blues,Baltimore Orioles,Oriole Park,5.0,8.0,3.0,8.0,17.0,3.0,,,
72064,1901-09-25,Philadelphia Phillies,Chicago Orphans,West Side Park,4.0,8.0,3.0,3.0,7.0,0.0,,,
72058,1901-09-25,Boston Beaneaters,St. Louis Cardinals,Robison Field,1.0,5.0,0.0,2.0,9.0,1.0,,,
72070,1901-09-26,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,10.0,14.0,0.0,3.0,10.0,4.0,,,
72065,1901-09-26,Brooklyn Superbas,Pittsburgh Pirates,Exposition Park,3.0,8.0,2.0,4.0,8.0,3.0,,,
72069,1901-09-26,Detroit Tigers,Washington Senators,League Park (1901-03),5.0,8.0,3.0,3.0,8.0,0.0,,,
72066,1901-09-26,Boston Beaneaters,Cincinnati Reds,League Park,2.0,5.0,7.0,7.0,14.0,0.0,,,
72067,1901-09-26,Chicago White Sox,Boston Americans,Huntington Avenue Grounds,2.0,2.0,2.0,3.0,4.0,4.0,,,
72068,1901-09-26,Cleveland Blues,Baltimore Orioles,Oriole Park,9.0,17.0,1.0,10.0,17.0,3.0,,,
72071,1901-09-26,New York Giants,Chicago Orphans,West Side Park,5.0,9.0,1.0,1.0,7.0,3.0,,,
72072,1901-09-26,Philadelphia Phillies,St. Louis Cardinals,Robison Field,6.0,14.0,3.0,4.0,3.0,2.0,,,
72074,1901-09-27,Boston Beaneaters,Cincinnati Reds,League Park,4.0,7.0,3.0,5.0,8.0,5.0,,,
72075,1901-09-27,Boston Beaneaters,Cincinnati Reds,League Park,1.0,3.0,1.0,0.0,2.0,1.0,,,
72079,1901-09-27,Milwaukee Brewers,Boston Americans,Huntington Avenue Grounds,2.0,6.0,2.0,7.0,11.0,2.0,,,
72077,1901-09-27,Cleveland Blues,Philadelphia Athletics,Columbia Park,6.0,11.0,5.0,14.0,16.0,2.0,,,
72073,1901-09-27,Brooklyn Superbas,Pittsburgh Pirates,Exposition Park,4.0,10.0,2.0,5.0,10.0,4.0,,,
72076,1901-09-27,Chicago White Sox,Washington Senators,League Park (1901-03),6.0,10.0,1.0,4.0,7.0,2.0,,,
72078,1901-09-27,Detroit Tigers,Baltimore Orioles,Oriole Park,4.0,6.0,4.0,6.0,10.0,3.0,,,
72080,1901-09-27,Philadelphia Phillies,St. Louis Cardinals,Robison Field,0.0,2.0,5.0,9.0,13.0,1.0,,,
72084,1901-09-28,Milwaukee Brewers,Boston Americans,Huntington Avenue Grounds,3.0,8.0,4.0,8.0,8.0,2.0,,,
72085,1901-09-28,Milwaukee Brewers,Boston Americans,Huntington Avenue Grounds,9.0,6.0,2.0,10.0,11.0,4.0,,,
72081,1901-09-28,Cleveland Blues,Philadelphia Athletics,Columbia Park,9.0,13.0,5.0,12.0,14.0,6.0,,,
72082,1901-09-28,Cleveland Blues,Philadelphia Athletics,Columbia Park,1.0,4.0,2.0,3.0,5.0,0.0,,,
72083,1901-09-28,Detroit Tigers,Baltimore Orioles,Oriole Park,5.0,10.0,0.0,2.0,4.0,5.0,,,
72086,1901-09-28,New York Giants,Chicago Orphans,West Side Park,2.0,9.0,3.0,5.0,11.0,0.0,,,
72087,1901-09-28,Philadelphia Phillies,St. Louis Cardinals,Robison Field,4.0,7.0,0.0,5.0,9.0,4.0,,,
72091,1901-09-29,Pittsburgh Pirates,Cincinnati Reds,League Park,1.0,7.0,3.0,2.0,7.0,1.0,,,
72092,1901-09-29,Pittsburgh Pirates,Cincinnati Reds,League Park,1.0,3.0,1.0,2.0,5.0,1.0,,,
72089,1901-09-29,New York Giants,St. Louis Cardinals,Robison Field,4.0,8.0,3.0,9.0,15.0,0.0,,,
72090,1901-09-29,New York Giants,St. Louis Cardinals,Robison Field,2.0,8.0,3.0,3.0,7.0,1.0,,,
72088,1901-09-29,Brooklyn Superbas,Chicago Orphans,West Side Park,4.0,10.0,1.0,1.0,5.0,3.0,,,
72096,1901-09-30,Philadelphia Phillies,Cincinnati Reds,League Park,10.0,13.0,3.0,2.0,9.0,3.0,,,
72097,1901-09-30,Philadelphia Phillies,Cincinnati Reds,League Park,2.0,7.0,0.0,1.0,7.0,4.0,,,
72094,1901-09-30,New York Giants,St. Louis Cardinals,Robison Field,4.0,6.0,3.0,12.0,21.0,5.0,,,
72095,1901-09-30,New York Giants,St. Louis Cardinals,Robison Field,5.0,7.0,2.0,6.0,6.0,1.0,,,
72093,1901-09-30,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,5.0,9.0,2.0,1.0,6.0,5.0,,,
72099,1901-10-01,Philadelphia Phillies,Cincinnati Reds,League Park,4.0,9.0,0.0,0.0,5.0,2.0,,,
72100,1901-10-01,Philadelphia Phillies,Cincinnati Reds,League Park,6.0,8.0,1.0,2.0,8.0,7.0,,,
72098,1901-10-01,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,0.0,4.0,2.0,9.0,12.0,1.0,,,
72102,1901-10-02,Philadelphia Phillies,Cincinnati Reds,League Park,3.0,8.0,0.0,2.0,4.0,1.0,,,
72103,1901-10-02,Philadelphia Phillies,Cincinnati Reds,League Park,5.0,7.0,1.0,3.0,6.0,4.0,,,
72101,1901-10-02,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,4.0,8.0,3.0,8.0,13.0,2.0,,,
72105,1901-10-05,New York Giants,Brooklyn Superbas,Washington Park ,0.0,3.0,5.0,8.0,11.0,0.0,,,
72106,1901-10-05,New York Giants,Brooklyn Superbas,Washington Park ,2.0,6.0,1.0,4.0,11.0,1.0,,,
72104,1901-10-05,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,7.0,12.0,2.0,3.0,6.0,3.0,,,
72107,1901-10-05,Pittsburgh Pirates,Chicago Orphans,West Side Park,1.0,6.0,2.0,2.0,8.0,0.0,,,
72109,1901-10-06,St. Louis Cardinals,Cincinnati Reds,League Park,1.0,8.0,4.0,3.0,5.0,0.0,,,
72110,1901-10-06,St. Louis Cardinals,Cincinnati Reds,League Park,9.0,12.0,3.0,3.0,7.0,4.0,,,
72108,1901-10-06,Pittsburgh Pirates,Chicago Orphans,West Side Park,9.0,4.0,3.0,5.0,9.0,8.0,,,
72112,1902-04-17,Chicago Orphans,Cincinnati Reds,Palace of the Fans,6.0,10.0,4.0,1.0,5.0,3.0,,,
